wid,state,county,population,watertype,health,reporting,length,analytics,lead,e_coli,coliform,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,unknown/old
AK2247953,AK,KENAI PENINSULA BOROUGH,150,Groundwater under influence of surface water,0,28,910.1111111,0,1,0,4,0,0,1,0,0,24,0,0,1,2,0,0
AK2249028,AK,KENAI PENINSULA BOROUGH,75,Ground water,0,71,188.7761194,0,0,0,3,0,0,0,0,42,23,2,0,4,0,0,0
AK2249099,AK,KENAI PENINSULA BOROUGH,33,Ground water,1,61,177.5689655,0,4,0,16,0,0,22,7,2,27,1,0,0,3,0,0
AK2249203,AK,KENAI PENINSULA BOROUGH,50,Surface water purchased,0,4,364,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
AK2249209,AK,KENAI PENINSULA BOROUGH,231,Surface water purchased,0,4,364,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
AK2250011,AK,KODIAK ISLAND BOROUGH,9547,Surface water,0,4,70,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1
AK2250037,AK,KODIAK ISLAND BOROUGH,90,Surface water,1,336,118.0835913,0,13,0,36,8,11,42,20,47,25,47,59,30,37,0,11
AK2250045,AK,KODIAK ISLAND BOROUGH,155,Surface water,4,19,38.75,0,3,0,2,3,7,5,3,0,0,0,0,0,2,0,3
AK2250053,AK,KODIAK ISLAND BOROUGH,165,Surface water,11,28,53.55263158,0,0,0,0,2,4,4,8,1,10,0,0,0,10,0,0
AK2250061,AK,KODIAK ISLAND BOROUGH,184,Surface water,10,62,48.86111111,0,0,0,15,22,15,1,3,12,0,3,3,6,7,0,0
AK2250087,AK,KODIAK ISLAND BOROUGH,52,Surface water,8,16,35.42857143,0,1,0,2,0,0,3,2,8,0,8,2,0,0,0,1
AK2250126,AK,KODIAK ISLAND BOROUGH,3092,Surface water,1,8,55.14285714,0,2,0,0,0,0,1,2,0,2,0,0,0,2,0,2
AK2250134,AK,KODIAK ISLAND BOROUGH,260,Groundwater under influence of surface water,9,216,138.3946188,0,1,0,10,17,42,5,3,124,27,1,0,5,1,0,0
AK2260032,AK,DILLINGHAM CENSUS AREA,78,Ground water,1,45,545.0681818,0,1,0,22,1,0,0,21,1,11,9,1,1,0,0,1
AK2260040,AK,DILLINGHAM CENSUS AREA,167,Ground water,0,198,322.5638298,0,5,0,19,1,4,3,3,122,21,2,2,13,4,0,23
AK2260058,AK,ALEUTIANS WEST CENSUS AREA,97,Surface water,18,301,114.1360759,0.074,3,0,40,14,21,6,4,128,45,40,19,17,23,0,2
AK2260066,AK,LAKE AND PENINSULA BOROUGH,80,Ground water,2,224,278.3318386,0,3,0,55,2,11,7,8,124,23,6,3,9,9,0,24
AK2260074,AK,ALEUTIANS WEST CENSUS AREA,200,Ground water,0,259,282.2539063,0,3,0,79,24,7,6,26,132,15,9,11,11,12,0,6
AK2260090,AK,DILLINGHAM CENSUS AREA,370,Ground water,2,194,319.4684211,0,2,0,21,2,1,26,1,124,3,4,6,6,2,0,21
AK2260139,AK,BETHEL CENSUS AREA,200,Ground water,1,92,79.47252747,0,2,0,39,13,9,1,7,24,2,0,12,11,14,0,0
AK2260163,AK,WADE HAMPTON CENSUS AREA,580,Ground water,0,13,138.75,0,0,0,4,4,4,1,0,2,0,0,1,1,0,0,0
AK2260197,AK,DILLINGHAM CENSUS AREA,1262,Ground water,0,160,255.9679487,0,4,0,1,2,0,0,24,122,1,0,2,7,1,0,1
AK2260202,AK,DILLINGHAM CENSUS AREA,128,Ground water,4,413,265.5601966,0,8,0,31,1,3,33,9,125,35,10,140,20,14,0,27
AK2260228,AK,LAKE AND PENINSULA BOROUGH,302,Surface water,31,270,102.84,0,1,0,13,32,13,24,14,126,10,12,23,19,22,0,6
AK2260244,AK,ALEUTIANS EAST BOROUGH,972,Ground water,0,20,630.85,0,0,0,4,0,2,11,1,2,0,4,0,0,0,0,0
AK2260252,AK,ALEUTIANS EAST BOROUGH,95,Surface water,4,284,152.3286713,0,2,0,53,7,35,52,14,31,38,17,55,32,6,0,1
AK2260260,AK,LAKE AND PENINSULA BOROUGH,205,Surface water,23,262,108.8829787,0.012,2,0,21,3,2,7,12,34,2,20,160,25,19,0,1
AK2260286,AK,ALEUTIANS WEST CENSUS AREA,747,Ground water,0,143,97.91608392,0,0,0,9,10,1,2,3,121,2,1,1,0,2,0,0
AK2260294,AK,ALEUTIANS EAST BOROUGH,962,Surface water,4,20,48.17391304,0,0,0,4,1,0,1,2,6,0,9,0,4,1,0,0
AK2260309,AK,ALEUTIANS WEST CENSUS AREA,9200,Surface water,0,27,74.03846154,0,1,0,7,0,2,0,4,9,1,2,0,4,4,0,1
AK2260325,AK,DILLINGHAM CENSUS AREA,910,Ground water,2,128,100.4108527,0.0255,1,0,2,1,0,0,0,122,2,3,2,0,0,0,0
AK2260333,AK,BRISTOL BAY BOROUGH,66,Ground water,0,172,233.9745223,0,15,0,12,6,5,30,2,120,0,0,0,0,0,0,9
AK2260359,AK,LAKE AND PENINSULA BOROUGH,120,Surface water,12,218,105.9162996,0,2,0,19,2,27,1,14,41,60,17,11,26,31,0,0
AK2260367,AK,DILLINGHAM CENSUS AREA,510,Ground water,1,58,774.8571429,0,4,0,13,4,1,25,2,0,1,4,7,1,0,0,14
AK2260414,AK,ALEUTIANS EAST BOROUGH,97,Ground water,1,3,60.25,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0
AK2260503,AK,BRISTOL BAY BOROUGH,37,Ground water,0,11,110,0,0,0,1,4,0,0,1,0,2,1,1,0,2,0,0
AK2260595,AK,ALEUTIANS WEST CENSUS AREA,220,Surface water,1,254,160.9230769,0,7,0,14,2,7,28,9,131,13,13,27,2,22,0,1
AK2260804,AK,ALEUTIANS EAST BOROUGH,103,Surface water,5,88,44.10989011,0,1,0,6,7,9,8,7,7,10,0,1,17,26,0,1
AK2260812,AK,LAKE AND PENINSULA BOROUGH,100,Surface water,3,71,582.2638889,0.0625,2,0,8,4,1,5,21,1,2,1,1,1,25,0,12
AK2261096,AK,LAKE AND PENINSULA BOROUGH,150,Ground water,0,178,89.8516129,0,20,0,31,8,10,6,5,124,2,3,5,6,1,0,8
AK2261282,AK,DILLINGHAM CENSUS AREA,257,Ground water,0,2,60,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
AK2261371,AK,BETHEL CENSUS AREA,766,Ground water,0,36,215.8529412,0,2,0,14,7,2,6,3,1,2,0,0,4,10,0,1
AK2261444,AK,LAKE AND PENINSULA BOROUGH,350,Ground water,0,177,202.5574713,0,3,0,6,23,2,14,2,120,5,0,4,1,3,0,3
AK2261460,AK,DILLINGHAM CENSUS AREA,31,Ground water,0,359,223.1384181,0,5,0,12,2,3,23,1,121,36,11,136,9,15,0,2
AK2262199,AK,ALEUTIANS EAST BOROUGH,60,Surface water,2,218,104.1422018,0,1,0,15,6,5,2,15,132,24,31,5,0,0,0,0
AK2262238,AK,LAKE AND PENINSULA BOROUGH,745,Ground water,0,27,950.52,0,2,0,2,0,1,1,0,1,0,1,0,1,0,0,22
AK2262246,AK,DILLINGHAM CENSUS AREA,60,Ground water,3,214,369.8287037,0,1,0,16,21,0,24,0,121,23,4,3,7,2,0,12
AK2262319,AK,BETHEL CENSUS AREA,330,Ground water,0,266,441.8980392,0,11,0,27,5,3,33,26,125,27,9,12,8,8,0,10
AK2263006,AK,LAKE AND PENINSULA BOROUGH,155,Surface water,4,305,285.5733333,0,8,0,20,36,43,42,23,31,25,41,12,35,10,0,11
AK2263010,AK,DILLINGHAM CENSUS AREA,31,Ground water,0,2,364.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AK2263014,AK,BRISTOL BAY BOROUGH,84,Ground water,0,10,178.7,0,0,0,2,1,2,1,0,0,1,0,3,0,2,0,0
AK2270150,AK,WADE HAMPTON CENSUS AREA,850,Ground water,5,402,343.9901478,0,1,0,40,2,1,102,1,10,12,55,38,109,77,0,0
AK2270168,AK,WADE HAMPTON CENSUS AREA,320,Ground water,1,125,141.8050847,0,7,1,11,0,1,2,1,1,86,1,0,3,25,0,6
AK2270176,AK,WADE HAMPTON CENSUS AREA,521,Surface water,1,67,58.6119403,0,0,0,5,10,11,1,3,5,3,23,11,0,1,0,0
AK2270184,AK,WADE HAMPTON CENSUS AREA,484,Surface water,13,253,110.0651341,0,4,0,42,19,9,30,37,66,30,16,19,14,23,0,3
AK2270207,AK,BETHEL CENSUS AREA,213,Surface water,14,282,72.95904437,0.1135,2,0,37,33,34,19,31,36,8,18,30,33,53,0,1
AK2270215,AK,BETHEL CENSUS AREA,600,Ground water,1,93,102.3191489,0,0,0,1,0,0,2,0,90,1,0,0,0,1,0,0
AK2270223,AK,BETHEL CENSUS AREA,373,Ground water,1,193,314.4010417,0,2,0,31,0,2,42,3,94,8,11,8,6,13,0,7
AK2270257,AK,BETHEL CENSUS AREA,250,Surface water,0,182,72.43575419,0,2,0,2,3,120,0,0,9,1,0,1,24,22,0,2
AK2270273,AK,WADE HAMPTON CENSUS AREA,308,Ground water,0,143,94.80141844,0,2,0,10,0,2,2,4,121,5,1,5,1,1,0,1
AK2270281,AK,BETHEL CENSUS AREA,280,Surface water,2,158,113.2704403,0,0,0,6,6,22,2,3,97,0,3,0,4,23,0,0
AK2270299,AK,WADE HAMPTON CENSUS AREA,820,Surface water,34,347,80.39361702,14.49884615,3,0,4,37,43,58,24,114,13,4,41,23,23,0,1
AK2270312,AK,WADE HAMPTON CENSUS AREA,1200,Ground water,6,205,222.7971014,0.017166667,4,0,16,3,3,3,4,106,30,7,27,6,1,0,21
AK2270320,AK,WADE HAMPTON CENSUS AREA,938,Ground water,0,95,99.39361702,0,1,0,1,0,0,1,0,90,3,0,0,0,0,0,1
AK2270338,AK,BETHEL CENSUS AREA,434,Ground water,11,109,338.5446429,0.2135,8,0,20,14,10,25,3,7,9,14,3,4,2,0,29
AK2270346,AK,BETHEL CENSUS AREA,2220,Ground water,0,143,109.65,0,2,0,5,8,0,2,1,122,1,4,0,3,2,0,0
AK2270362,AK,WADE HAMPTON CENSUS AREA,570,Surface water,31,471,89.81891348,0.097153846,2,0,8,28,22,48,16,49,92,89,93,29,35,0,1
AK2270469,AK,BETHEL CENSUS AREA,224,Ground water,0,24,1005.375,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,21
AK2270613,AK,BETHEL CENSUS AREA,452,Groundwater under influence of surface water,0,3,29.66666667,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0
AK2270697,AK,BETHEL CENSUS AREA,302,Ground water,1,20,207.4761905,0,0,0,9,8,1,1,0,0,2,0,1,1,5,0,2
AK2270736,AK,BETHEL CENSUS AREA,639,Surface water,17,506,166.4015595,0,8,0,41,40,40,70,71,169,12,42,21,31,10,0,17
AK2271025,AK,BETHEL CENSUS AREA,294,Surface water,22,429,203.7126949,0,1,0,35,65,51,25,53,57,60,50,21,27,31,0,11
AK2271033,AK,BETHEL CENSUS AREA,311,Ground water,7,123,408.0495868,0,9,0,42,5,21,14,9,9,7,14,17,12,8,0,14
AK2271041,AK,BETHEL CENSUS AREA,724,Surface water,1,41,33.92682927,0,0,0,1,4,0,1,0,8,2,0,2,14,11,0,0
AK2271059,AK,BETHEL CENSUS AREA,51,Groundwater under influence of surface water,0,180,200.1046512,0,7,0,69,0,24,6,9,4,45,9,35,12,36,0,0
AK2271083,AK,BETHEL CENSUS AREA,532,Ground water,13,32,97.7804878,0.082861538,3,0,4,7,10,8,8,10,0,0,0,0,0,0,2
AK2271148,AK,BETHEL CENSUS AREA,300,Ground water,1,38,149.7368421,0,1,0,17,1,4,2,1,7,6,6,5,1,4,0,2
AK2271211,AK,BETHEL CENSUS AREA,350,Ground water,1,282,436.4909747,12.8,5,0,38,6,8,22,3,113,40,26,22,4,7,0,32
AK2271431,AK,BETHEL CENSUS AREA,435,Surface water,1,633,110.9031746,0,3,0,42,57,65,74,51,114,8,32,105,100,27,0,1
AK2271562,AK,BETHEL CENSUS AREA,198,Surface water,3,102,54.59223301,0.0817,1,0,10,1,3,9,3,4,11,21,17,18,17,0,1
AK2271700,AK,BETHEL CENSUS AREA,338,Surface water,9,499,143.72167,0,4,0,57,64,82,79,85,59,28,36,14,15,45,0,1
AK2271721,AK,BETHEL CENSUS AREA,243,Ground water,0,160,579.262069,0,15,0,64,3,25,16,10,7,23,13,11,6,8,0,38
AK2271874,AK,BETHEL CENSUS AREA,82,Groundwater under influence of surface water,5,340,125.2536443,0,0,0,12,33,16,36,5,125,26,26,18,26,28,0,6
AK2271981,AK,BETHEL CENSUS AREA,47,Ground water,3,38,84.97560976,0.015433333,0,0,3,2,0,0,1,31,6,0,0,0,1,0,0
AK2271999,AK,BETHEL CENSUS AREA,700,Ground water,5,139,102.8181818,0.068,0,0,2,5,0,0,0,121,4,8,1,3,2,0,0
AK2272004,AK,WADE HAMPTON CENSUS AREA,591,Surface water,12,324,102.2432432,23.96611111,0,0,6,21,22,34,7,117,78,5,13,12,27,0,0
AK2272005,AK,BETHEL CENSUS AREA,346,Ground water,2,49,389.5714286,0,2,0,9,4,4,8,0,6,5,3,5,5,0,0,11
AK2272012,AK,BETHEL CENSUS AREA,123,Ground water,0,54,106.5740741,0,0,0,6,23,23,0,2,2,3,0,0,1,0,0,0
AK2272016,AK,BETHEL CENSUS AREA,276,Ground water,1,8,105.5,0,3,0,3,0,0,0,0,0,5,3,0,0,1,0,0
AK2272017,AK,BETHEL CENSUS AREA,760,Surface water,2,69,82.68571429,0,1,0,1,0,0,0,0,0,0,0,0,6,65,0,0
AK2272747,AK,BETHEL CENSUS AREA,627,Ground water,0,72,111.1,0,2,0,6,21,22,1,3,6,0,1,6,6,6,0,0
AK2272750,AK,WADE HAMPTON CENSUS AREA,109,Ground water,1,0,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AK2272752,AK,BETHEL CENSUS AREA,240,Ground water,0,15,130.1538462,0,2,0,5,0,0,0,0,0,0,0,0,5,10,0,0
AK2280040,AK,YUKON-KOYUKUK CENSUS AREA,60,Ground water,1,85,699.5185185,0,5,0,19,6,1,34,2,5,7,5,8,2,8,0,8
AK2280066,AK,YUKON-KOYUKUK CENSUS AREA,195,Surface water,18,556,110.6544503,0,0,0,45,12,50,52,69,191,52,35,26,39,48,0,0
AK2280074,AK,YUKON-KOYUKUK CENSUS AREA,178,Ground water,0,124,97.37903226,0,0,0,2,0,0,1,0,120,0,0,2,0,1,0,0
AK2280155,AK,YUKON-KOYUKUK CENSUS AREA,341,Surface water,20,17,83.55555556,15.82235,1,0,0,1,9,13,3,3,0,3,1,2,1,0,1
AK2280163,AK,YUKON-KOYUKUK CENSUS AREA,70,Surface water,4,118,106.2975207,0,1,0,21,0,0,0,0,0,0,49,29,38,6,0,0
AK2280171,AK,YUKON-KOYUKUK CENSUS AREA,96,Ground water,1,170,234.9764706,0,1,0,7,1,1,8,1,121,25,2,3,3,4,0,2
AK2280302,AK,BETHEL CENSUS AREA,147,Ground water,0,31,886.7741935,0,0,0,1,0,0,0,0,0,25,1,1,3,1,0,0
AK2291130,AK,VALDEZ-CORDOVA CENSUS AREA,95,Surface water,14,156,65.79761905,0,1,0,3,6,0,13,12,0,44,37,29,20,9,0,0
AK2291279,AK,VALDEZ-CORDOVA CENSUS AREA,100,Ground water,0,12,125,0,4,0,5,2,2,2,0,3,0,0,1,0,0,0,2
AK2291499,AK,VALDEZ-CORDOVA CENSUS AREA,360,Ground water,0,2,364.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AK2291504,AK,VALDEZ-CORDOVA CENSUS AREA,32,Ground water,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AK2291596,AK,VALDEZ-CORDOVA CENSUS AREA,310,Ground water,0,19,245.7222222,0,1,0,14,1,1,2,2,2,2,0,4,2,3,0,0
AK2291952,AK,VALDEZ-CORDOVA CENSUS AREA,50,Surface water,3,486,166.8243802,0,5,0,23,7,30,42,27,32,11,8,46,145,135,0,6
AK2292186,AK,VALDEZ-CORDOVA CENSUS AREA,30,Ground water,1,6,85.33333333,0,0,0,5,5,0,0,0,0,0,1,0,0,1,0,0
AK2292330,AK,VALDEZ-CORDOVA CENSUS AREA,200,Ground water,0,26,146.0416667,0,2,0,20,1,1,1,3,2,4,0,4,4,5,0,1
AK2293205,AK,VALDEZ-CORDOVA CENSUS AREA,2700,Surface water,1,9,47.2,0,0,0,2,0,0,0,0,0,0,0,0,1,9,0,0
AK2298608,AK,VALDEZ-CORDOVA CENSUS AREA,175,Ground water,0,137,115.4210526,0,4,0,5,4,2,3,1,0,121,0,0,1,1,0,4
AK2299001,AK,VALDEZ-CORDOVA CENSUS AREA,25,Ground water,2,24,874.9230769,0,0,0,4,1,1,21,0,0,1,0,0,0,2,0,0
AK2299027,AK,VALDEZ-CORDOVA CENSUS AREA,100,Ground water purchased,0,10,29.4,0,0,0,10,1,1,5,2,0,0,0,1,0,0,0,0
AK2300159,AK,YUKON-KOYUKUK CENSUS AREA,205,Ground water,15,13,41.56,0,0,0,2,4,2,0,0,0,3,0,8,9,2,0,0
AK2300183,AK,YUKON-KOYUKUK CENSUS AREA,110,Surface water,60,24,84.44578313,0.167156364,1,0,3,13,11,9,14,6,8,5,5,8,5,0,0
AK2300191,AK,YUKON-KOYUKUK CENSUS AREA,300,Ground water,0,34,84.03030303,0,1,1,4,4,2,0,25,0,2,0,0,1,0,0,0
AK2300214,AK,NORTHWEST ARCTIC BOROUGH,383,Ground water,3,117,195.5294118,0.012,1,0,11,24,1,25,5,10,2,26,3,3,21,0,0
AK2300222,AK,YUKON-KOYUKUK CENSUS AREA,175,Surface water,36,231,121.7207547,0,2,0,27,7,7,15,34,32,10,43,54,25,40,0,0
AK2300248,AK,YUKON-KOYUKUK CENSUS AREA,181,Groundwater under influence of surface water,0,108,116.7407407,0,0,0,7,36,1,0,0,0,6,17,18,17,13,0,0
AK2300272,AK,YUKON-KOYUKUK CENSUS AREA,65,Groundwater under influence of surface water,17,17,38.5,0,0,0,6,4,3,0,0,0,4,2,10,6,5,0,0
AK2300484,AK,YUKON-KOYUKUK CENSUS AREA,95,Ground water,1,5,326.25,0,0,0,3,0,0,0,1,0,2,0,0,0,2,0,1
AK2300769,AK,YUKON-KOYUKUK CENSUS AREA,113,Ground water,2,40,47.13157895,0,2,0,7,3,15,0,2,0,0,0,9,11,2,0,0
AK2300816,AK,YUKON-KOYUKUK CENSUS AREA,192,Ground water,0,116,98.6146789,0,6,0,8,80,25,3,1,0,1,0,5,0,0,0,1
AK2310277,AK,FAIRBANKS NORTH STAR BOROUGH,350,Ground water,0,1,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AK2310683,AK,FAIRBANKS NORTH STAR BOROUGH,6200,Ground water,12,3,68.64285714,0.09425,0,0,5,0,2,0,2,1,0,0,0,3,7,0,0
AK2310714,AK,FAIRBANKS NORTH STAR BOROUGH,600,Ground water,0,1,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AK2310730,AK,FAIRBANKS NORTH STAR BOROUGH,78324,Ground water,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AK2310803,AK,FAIRBANKS NORTH STAR BOROUGH,160,Ground water,4,2,77.6,0.012,1,0,1,0,1,0,3,1,0,0,0,0,1,0,0
AK2310837,AK,FAIRBANKS NORTH STAR BOROUGH,41,Ground water,0,64,285.6271186,0,1,0,4,1,35,1,0,22,3,0,2,0,0,0,0
AK2310853,AK,FAIRBANKS NORTH STAR BOROUGH,114,Ground water,0,29,896.8888889,0,1,0,5,1,2,0,0,0,0,0,0,3,1,0,22
AK2310879,AK,FAIRBANKS NORTH STAR BOROUGH,105,Ground water,2,94,543.2307692,0,2,0,15,0,16,5,1,32,1,0,7,1,6,0,27
AK2310895,AK,FAIRBANKS NORTH STAR BOROUGH,200,Ground water,1,29,852.5714286,0,0,0,5,0,0,0,0,1,21,4,0,3,1,0,0
AK2310900,AK,FAIRBANKS NORTH STAR BOROUGH,27000,Ground water purchased,0,4,58,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1
AK2310918,AK,FAIRBANKS NORTH STAR BOROUGH,15868,Ground water,1,7,129.5714286,0.008,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0
AK2310926,AK,FAIRBANKS NORTH STAR BOROUGH,1575,Ground water,0,61,820.6557377,0,0,0,3,0,12,3,0,0,22,1,1,0,0,0,22
AK2310942,AK,FAIRBANKS NORTH STAR BOROUGH,177,Ground water,1,46,88.38636364,0,2,0,19,6,5,3,3,2,2,5,0,0,21,0,0
AK2312156,AK,FAIRBANKS NORTH STAR BOROUGH,880,Ground water,0,2,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
AK2312415,AK,FAIRBANKS NORTH STAR BOROUGH,500,Ground water,0,1,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
AK2312457,AK,FAIRBANKS NORTH STAR BOROUGH,52,Ground water,0,1,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AK2312504,AK,FAIRBANKS NORTH STAR BOROUGH,102,Ground water,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AK2313233,AK,FAIRBANKS NORTH STAR BOROUGH,72,Ground water,0,43,282.5897436,0,3,0,15,2,1,3,0,2,2,25,4,3,1,0,0
AK2314116,AK,FAIRBANKS NORTH STAR BOROUGH,56,Ground water purchased,1,7,94.71428571,0,1,0,5,5,1,0,0,0,1,0,0,0,0,0,1
AK2315235,AK,FAIRBANKS NORTH STAR BOROUGH,725,Ground water purchased,0,1,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AK2320078,AK,NORTH SLOPE BOROUGH,4850,Surface water,0,13,67.15384615,0,0,0,3,7,0,2,1,0,0,0,3,0,0,0,0
AK2320086,AK,NORTH SLOPE BOROUGH,600,Surface water,0,46,216.75,0,1,0,4,7,0,8,3,0,0,25,1,0,1,0,1
AK2320094,AK,NORTH SLOPE BOROUGH,284,Surface water,0,13,95.5,0,0,0,3,8,0,1,0,1,1,0,0,2,0,0,0
AK2320230,AK,NORTH SLOPE BOROUGH,438,Surface water purchased,0,3,273.6666667,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0
AK2320248,AK,NORTH SLOPE BOROUGH,303,Surface water,0,3,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0
AK2320256,AK,NORTH SLOPE BOROUGH,227,Surface water,0,23,348.7727273,0,0,0,1,0,0,1,0,0,0,1,21,0,0,0,0
AK2320264,AK,NORTH SLOPE BOROUGH,443,Surface water,0,7,151.3333333,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0
AK2320426,AK,NORTH SLOPE BOROUGH,881,Surface water,1,31,275.8,0.088,1,0,1,0,0,4,0,3,0,0,23,0,1,0,1
AK2340010,AK,NOME CENSUS AREA,3920,Ground water,0,7,120.2,0,0,0,2,0,0,0,0,0,2,3,0,0,2,0,0
AK2340060,AK,NORTHWEST ARCTIC BOROUGH,3290,Surface water,20,7,87.83333333,0.0849,1,0,0,2,0,2,1,7,3,4,3,0,5,0,0
AK2340109,AK,NORTHWEST ARCTIC BOROUGH,600,Surface water,15,97,50.76363636,0.083,0,0,2,19,17,10,8,17,36,1,2,2,0,0,0
AK2340117,AK,NORTHWEST ARCTIC BOROUGH,452,Surface water,22,105,235.432,0.116714286,1,0,9,15,13,3,0,10,0,35,17,14,14,0,6
AK2340125,AK,NORTHWEST ARCTIC BOROUGH,417,Surface water,63,77,152.1014493,0.145140392,0,0,2,44,20,9,8,16,6,9,6,4,13,0,5
AK2340141,AK,NOME CENSUS AREA,184,Surface water,58,417,145.6305732,4.235454545,3,0,55,54,25,44,51,79,42,57,26,51,45,0,1
AK2340159,AK,NORTHWEST ARCTIC BOROUGH,485,Groundwater under influence of surface water,0,68,260.9402985,0,0,0,7,21,0,4,28,4,0,5,0,1,5,0,0
AK2340167,AK,NOME CENSUS AREA,277,Groundwater under influence of surface water,1,50,215.8958333,0,2,0,7,4,0,1,0,0,1,27,3,5,10,0,0
AK2340183,AK,NOME CENSUS AREA,802,Ground water,0,53,79.55102041,0,3,0,8,3,0,0,7,5,36,0,0,0,1,0,1
AK2340191,AK,NOME CENSUS AREA,173,Ground water,30,61,64.25287356,0.077110345,4,0,16,40,10,9,2,2,3,4,5,4,8,0,4
AK2340214,AK,NOME CENSUS AREA,150,Surface water,59,189,101.9190283,0.22009434,0,0,16,33,26,35,10,10,10,14,10,17,83,0,0
AK2340222,AK,NORTHWEST ARCTIC BOROUGH,150,Surface water,55,117,104.8470588,0.145205128,0,0,9,47,22,18,27,12,7,8,5,9,17,0,0
AK2340230,AK,NORTHWEST ARCTIC BOROUGH,455,Ground water,0,31,195.6785714,0,0,0,1,3,12,3,3,0,0,4,0,6,0,0,0
AK2340248,AK,NOME CENSUS AREA,295,Surface water,17,89,58.75961538,0.095,0,0,19,3,16,8,5,7,8,3,16,19,21,0,0
AK2340337,AK,NOME CENSUS AREA,495,Surface water,1,76,261.64,0,1,0,1,3,25,2,23,1,0,0,0,0,23,0,0
AK2340345,AK,NOME CENSUS AREA,320,Surface water,0,14,47.76923077,0,1,0,3,1,0,2,2,0,0,0,3,4,2,0,0
AK2340361,AK,NORTHWEST ARCTIC BOROUGH,282,Surface water,1,78,253.4868421,0,2,0,10,26,1,26,0,6,2,0,9,7,2,0,0
AK2340379,AK,NORTHWEST ARCTIC BOROUGH,846,Surface water,33,161,88.08854167,0.883862069,0,0,5,13,24,39,22,25,25,32,4,10,0,0,0
AK2340387,AK,NOME CENSUS AREA,757,Groundwater under influence of surface water,23,84,115.1923077,0.089454545,1,0,1,14,11,9,10,9,7,3,2,8,34,0,0
AK2340418,AK,NOME CENSUS AREA,395,Ground water,0,104,272.040404,0,3,0,15,1,26,1,2,5,3,28,14,22,1,0,1
AK2340442,AK,NOME CENSUS AREA,240,Surface water,54,181,294.5793991,0.133416667,1,0,19,19,23,47,36,21,10,15,18,29,6,0,11
AK2340484,AK,NOME CENSUS AREA,572,Surface water,47,113,151.3184713,0.1062,1,0,8,19,13,14,9,3,35,10,13,27,17,0,0
AK2340492,AK,NOME CENSUS AREA,590,Surface water,6,48,35.05555556,0,0,0,3,19,3,7,5,9,6,2,1,0,2,0,0
AK2340507,AK,NOME CENSUS AREA,210,Ground water,0,133,264.372093,0,2,0,39,12,24,3,1,15,10,17,15,12,2,0,22
AK2340565,AK,NORTHWEST ARCTIC BOROUGH,93,Ground water,2,146,98.77777778,0,2,0,12,3,14,5,0,94,0,3,14,14,1,0,0
AK2340599,AK,NOME CENSUS AREA,135,Ground water purchased,0,10,56.66666667,0,1,0,5,0,0,0,1,0,0,4,3,0,1,0,1
AK2340735,AK,NOME CENSUS AREA,300,Ground water purchased,0,4,44,0,0,0,3,0,1,0,0,0,1,0,0,0,2,0,0
AK2340751,AK,NOME CENSUS AREA,669,Groundwater under influence of surface water,16,67,48.55,0.1195,1,0,9,20,5,6,2,8,6,8,13,12,3,0,0
AK2360010,AK,SOUTHEAST FAIRBANKS CENSUS AREA,192,Groundwater under influence of surface water,2,5,29.25,0,0,0,4,0,1,0,1,0,0,1,4,0,0,0,0
AK2360109,AK,YUKON-KOYUKUK CENSUS AREA,351,Surface water,0,30,54.06666667,0,0,0,4,14,4,0,0,0,0,0,0,2,10,0,0
AK2360141,AK,YUKON-KOYUKUK CENSUS AREA,214,Groundwater under influence of surface water,4,105,442.8518519,0,1,0,11,16,10,5,4,6,10,4,6,24,13,0,11
AK2360159,AK,YUKON-KOYUKUK CENSUS AREA,290,Ground water,1,1,29,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
