wid,state,county,population,watertype,health,reporting,length,analytics,lead,e_coli,coliform,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,unknown/old
VA6047010,VA,CULPEPER,31,Ground water,0,6,90.5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
VA6047015,VA,CULPEPER,84,Ground water,29,0,90.34482759,8.413793103,0,0,0,2,4,4,4,4,4,4,3,0,0,0,0
VA6047038,VA,CULPEPER,147,Ground water,5,7,29.28571429,0,5,0,7,0,0,5,4,2,0,0,0,0,0,0,1
VA6047040,VA,CULPEPER,153,Ground water,1,0,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
VA6047041,VA,CULPEPER,130,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
VA6047050,VA,CULPEPER,140,Ground water,0,3,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
VA6047065,VA,CULPEPER,231,Ground water,0,1,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
VA6047075,VA,CULPEPER,100,Ground water,13,7,90.29411765,9.769230769,3,0,0,6,5,2,0,3,1,0,0,0,0,0,3
VA6047230,VA,CULPEPER,60,Ground water,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
VA6047250,VA,CULPEPER,40,Ground water,0,1,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
VA6047255,VA,CULPEPER,42,Ground water,0,475,104.8012821,0,5,1,9,0,0,48,64,43,86,66,86,77,5,0,0
VA6047300,VA,CULPEPER,80,Ground water,0,1,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
VA6047318,VA,CULPEPER,120,Ground water,0,4,576.75,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2
VA6047330,VA,CULPEPER,175,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VA6047340,VA,CULPEPER,75,Ground water,0,36,89.58333333,0,0,0,0,0,0,0,0,1,0,13,22,0,0,0,0
VA6047355,VA,CULPEPER,70,Ground water,14,2,86.75,6.153846154,0,0,1,2,2,3,2,5,2,0,0,0,0,0,0
VA6047360,VA,CULPEPER,53,Ground water,0,54,90.5,0,0,0,0,21,0,0,0,21,0,12,0,0,0,0,0
VA6047374,VA,CULPEPER,51,Ground water,5,2,46.71428571,0.0117,0,0,5,0,0,0,0,0,0,1,2,3,1,0,0
VA6047400,VA,CULPEPER,250,Ground water,22,20,94.02380952,0.006809524,0,0,2,2,5,4,4,9,0,18,0,0,0,0,0
VA6047431,VA,CULPEPER,57,Ground water,0,2,30,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
VA6047475,VA,CULPEPER,28,Ground water,0,2,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VA6047490,VA,CULPEPER,175,Ground water,0,320,176.5047619,0,4,0,5,0,3,0,21,1,25,70,97,91,12,0,0
VA6047500,VA,CULPEPER,16600,Surface water,0,24,329.7916667,0,0,0,0,2,1,0,21,0,0,0,0,0,0,0,0
VA6047851,VA,CULPEPER,70,Ground water,1,1,30,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
VA6047865,VA,CULPEPER,35,Ground water,0,3,739.6666667,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
VA6047950,VA,CULPEPER,100,Ground water,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VA6047955,VA,CULPEPER,225,Ground water,0,1,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
VA6059450,VA,FAIRFAX,29577,Surface water purchased,1,1,29,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
VA6059550,VA,FAIRFAX,23496,Surface water purchased,1,0,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
VA6059750,VA,FAIRFAX,250,Ground water,2,0,29,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
VA6059800,VA,FAIRFAX,30000,Surface water purchased,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
VA6061114,VA,FAUQUIER,400,Ground water,0,3,91,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0
VA6061117,VA,FAUQUIER,643,Ground water,0,1,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
VA6061125,VA,FAUQUIER,78,Ground water,1,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
VA6061129,VA,FAUQUIER,4688,Ground water,1,0,91,0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VA6061150,VA,FAUQUIER,1128,Ground water,13,1,86,0.012023077,0,0,1,0,0,1,3,0,1,1,4,4,0,0,0
VA6061200,VA,FAUQUIER,2245,Ground water,2,21,90.95652174,4.503,0,0,0,0,0,0,1,0,0,21,1,0,0,0,0
VA6061318,VA,FAUQUIER,10060,Ground water,0,1,364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VA6061500,VA,FAUQUIER,1483,Ground water,25,1,90.23076923,0.0118,0,0,0,0,4,4,4,4,2,4,4,0,0,0,0
VA6061575,VA,FAUQUIER,148,Ground water,6,0,136,0.012666667,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0
VA6061600,VA,FAUQUIER,11225,Surface water,0,6,90,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
VA6061665,VA,FAUQUIER,190,Ground water,2,1,28.33333333,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0
VA6099050,VA,KING GEORGE,4707,Ground water,2,17,895.3888889,0,1,0,2,1,0,1,0,0,1,0,0,0,2,0,14
VA6099085,VA,KING GEORGE,180,Ground water,1,2,29.5,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0
VA6099100,VA,KING GEORGE,237,Ground water,1,4,562,0,1,0,2,0,0,0,1,1,0,0,1,0,2,0,0
VA6099231,VA,KING GEORGE,25,Ground water,7,2,29.77777778,0,0,0,9,0,0,0,0,2,0,1,5,1,0,0,0
VA6099250,VA,KING GEORGE,928,Ground water,1,5,252.6666667,0,2,0,1,0,0,1,0,2,0,0,0,0,3,0,0
VA6099276,VA,KING GEORGE,130,Ground water,0,3,50,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0
VA6099280,VA,KING GEORGE,50,Ground water,1,3,29.33333333,0,1,0,3,0,0,0,0,0,0,3,0,1,0,0,0
VA6099283,VA,KING GEORGE,696,Ground water,0,5,182,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
VA6099285,VA,KING GEORGE,65,Ground water,1,24,324.68,0,0,0,3,0,0,0,0,2,0,23,0,0,0,0,0
VA6099295,VA,KING GEORGE,3267,Ground water,0,7,255,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,1
VA6099300,VA,KING GEORGE,108,Ground water,0,16,964.8125,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,14
VA6099305,VA,KING GEORGE,147,Ground water,0,1,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
VA6099340,VA,KING GEORGE,7872,Ground water,3,2,96,0,0,0,4,1,0,0,3,1,0,0,0,0,0,0,0
VA6099350,VA,KING GEORGE,1001,Ground water,2,28,296.9655172,0,1,0,4,3,3,0,0,0,0,0,21,0,3,0,0
VA6099430,VA,KING GEORGE,400,Ground water,6,8,29.63636364,0,1,2,11,0,0,1,1,3,7,2,0,0,0,0,0
VA6099500,VA,KING GEORGE,1002,Ground water,1,3,29,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0
VA6099550,VA,KING GEORGE,288,Ground water,0,17,1023,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,14
VA6099555,VA,KING GEORGE,30,Ground water,0,1,29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
VA6099590,VA,KING GEORGE,48,Ground water,0,7,125,0,0,0,5,0,1,1,3,0,0,1,0,0,1,0,0
VA6107010,VA,LOUDOUN,70,Ground water,0,22,1060.818182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
VA6107037,VA,LOUDOUN,287,Ground water,0,4,60.25,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0
VA6107075,VA,LOUDOUN,80,Ground water,0,1,364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VA6107100,VA,LOUDOUN,300,Ground water,0,1,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
VA6107150,VA,LOUDOUN,2000,Ground water,0,1,364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VA6107200,VA,LOUDOUN,65,Groundwater under influence of surface water,6,379,165.1811024,0,0,2,36,0,2,28,159,163,33,0,0,0,0,0,0
VA6107350,VA,LOUDOUN,223160,Surface water,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VA6107420,VA,LOUDOUN,60,Ground water,1,138,879.7664234,0,1,0,2,0,13,15,3,0,0,21,1,0,0,0,86
VA6107450,VA,LOUDOUN,700,Ground water,0,30,90.1,0,0,0,0,0,0,0,0,0,3,24,0,0,3,0,0
VA6107600,VA,LOUDOUN,8606,Surface water,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VA6107601,VA,LOUDOUN,522,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VA6107650,VA,LOUDOUN,3495,Ground water,0,5,66.4,0,0,0,2,0,1,0,0,0,1,3,0,0,0,0,0
VA6107725,VA,LOUDOUN,225,Groundwater under influence of surface water,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VA6113115,VA,MADISON,25,Ground water,1,1,29,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
VA6113160,VA,MADISON,35,Ground water,1,3,60.5,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0
VA6113165,VA,MADISON,150,Ground water,12,4,52.06666667,0,1,0,14,2,3,2,2,3,0,1,1,2,0,0,0
VA6113170,VA,MADISON,50,Ground water,0,1,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
VA6113188,VA,MADISON,42,Ground water,0,73,692.7714286,0,3,0,23,45,0,2,3,6,6,4,3,2,2,0,0
VA6113195,VA,MADISON,54,Ground water,4,2,29.8,0,0,1,5,0,1,3,0,0,0,0,1,1,0,0,0
VA6113265,VA,MADISON,80,Ground water,0,3,90.66666667,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
VA6137120,VA,ORANGE,379,Ground water,0,77,116.4473684,0,1,0,0,0,0,0,0,0,3,0,0,24,48,0,2
VA6137400,VA,ORANGE,1800,Surface water purchased,0,7,70,0,1,0,2,2,2,0,1,0,2,0,0,0,0,0,0
VA6137500,VA,ORANGE,4500,Surface water,0,2,58,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
VA6137999,VA,ORANGE,11780,Surface water,2,6,90.375,0.0625,0,0,0,0,4,1,2,0,0,0,0,1,0,0,0
VA6153050,VA,PRINCE WILLIAM,1641,Ground water,0,1,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VA6153260,VA,PRINCE WILLIAM,320,Ground water,0,2,364,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
VA6153475,VA,PRINCE WILLIAM,350,Ground water,0,45,1094,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
VA6153675,VA,PRINCE WILLIAM,14525,Surface water,3,2,54.2,0.0645,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0
VA6153676,VA,PRINCE WILLIAM,670,Surface water purchased,0,2,60,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
VA6157400,VA,RAPPAHANNOCK,198,Ground water,0,1,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
VA6177105,VA,SPOTSYLVANIA,175,Ground water,0,11,57.09090909,0,0,0,6,0,2,1,3,1,0,0,2,2,0,0,0
VA6177251,VA,SPOTSYLVANIA,2625,Ground water,0,31,99.80645161,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0
VA6177266,VA,SPOTSYLVANIA,120,Ground water,3,33,75.88571429,0,0,1,13,0,0,0,22,3,6,1,0,2,2,0,0
VA6179100,VA,STAFFORD,103348,Surface water,0,42,227,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0
VA6179500,VA,STAFFORD,100,Ground water,0,4,49,0,1,0,2,0,2,0,0,1,0,1,0,0,0,0,0
VA6179750,VA,STAFFORD,110,Ground water,1,63,359.765625,0,0,0,1,0,0,42,1,0,0,21,0,0,0,0,0
VA6510010,VA,NOT REPORTED,146970,Surface water purchased,0,3,49.66666667,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0
VA6630050,VA,NOT REPORTED,18400,Surface water purchased,1,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
VA6685100,VA,NOT REPORTED,38000,Surface water,1,0,91,0.082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VA6687100,VA,NOT REPORTED,14050,Surface water purchased,2,3,44.75,0,1,0,3,0,3,1,0,0,0,0,0,0,0,0,1
VI0000058,VI,ST. CROIX ISLAND,133,Ground water,3,0,29.66666667,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0
VI0000064,VI,ST. CROIX ISLAND,124,Ground water,0,3,486.3333333,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
VI0000066,VI,ST. CROIX ISLAND,1008,Ground water,1,3,252.6666667,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
VI0000068,VI,ST. CROIX ISLAND,75,Ground water,0,4,607.6666667,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0
VI0000069,VI,ST. CROIX ISLAND,38,Ground water,3,4,37.85714286,0,0,0,6,0,0,1,0,3,3,0,0,0,0,0,0
VI0000071,VI,ST. CROIX ISLAND,90,Ground water,2,3,29.5,0,1,0,4,0,0,0,1,1,2,0,0,0,0,0,1
VI0000072,VI,ST. CROIX ISLAND,37,Ground water,0,6,196.75,0,2,0,2,0,2,0,0,0,2,0,0,0,1,0,1
VI0000074,VI,ST. CROIX ISLAND,47,Ground water,0,2,29.5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
VI0000075,VI,ST. CROIX ISLAND,199,Ground water,0,4,29.66666667,0,1,0,3,0,1,0,0,0,3,0,0,0,0,0,0
VI0000078,VI,ST. CROIX ISLAND,863,Ground water,1,7,196.5,0,6,0,1,0,1,3,1,0,1,0,0,1,0,0,1
VI0000094,VI,ST. THOMAS ISLAND,300,Ground water,1,12,242.6363636,0,2,0,4,0,1,2,0,1,3,1,2,3,0,0,0
VI0000097,VI,ST. CROIX ISLAND,35000,Surface water,0,5,29.2,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0
VI0000098,VI,ST. CROIX ISLAND,142,Ground water,1,18,188.8461538,0,6,0,9,0,0,0,0,0,3,3,4,7,1,0,1
VI0000108,VI,ST. THOMAS ISLAND,120,Ground water,1,7,85.33333333,0,2,0,5,0,1,1,0,0,4,1,1,0,0,0,0
VI0000122,VI,ST. THOMAS ISLAND,100,Ground water,3,6,71.125,0,1,0,7,0,1,0,0,0,4,1,0,1,2,0,0
VI0000128,VI,ST. THOMAS ISLAND,30,Ground water,0,3,29.33333333,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
VI0000174,VI,ST. THOMAS ISLAND,900,Ground water,0,4,141,0,1,0,2,0,0,0,0,0,2,0,1,1,0,0,0
VI0000234,VI,ST. THOMAS ISLAND,35,Ground water,1,4,29.33333333,0,2,0,3,0,1,1,0,0,2,1,0,0,0,0,0
VI0000235,VI,ST. THOMAS ISLAND,26,Ground water,3,4,29.2,0,2,0,5,0,1,1,0,0,4,1,0,0,0,0,0
VI0000236,VI,ST. THOMAS ISLAND,32,Ground water,0,5,29.66666667,0,2,0,3,0,1,1,0,0,2,0,1,0,0,0,0
VI0000237,VI,ST. THOMAS ISLAND,42,Ground water,1,4,29.66666667,0,2,0,3,0,1,1,0,0,2,0,0,0,1,0,0
VI0000271,VI,ST. THOMAS ISLAND,473,Ground water,1,5,295.25,0,2,0,3,0,1,1,0,0,3,0,1,0,0,0,0
VI0000305,VI,ST. CROIX ISLAND,150,Ground water,2,8,169.4,0,5,0,4,0,1,2,2,1,2,0,0,1,0,0,1
VI0000335,VI,ST. CROIX ISLAND,37,Ground water,5,9,412.7,2.362,4,0,4,1,1,0,0,1,5,3,1,1,0,0,1
VI0000349,VI,ST. CROIX ISLAND,2500,Surface water,0,4,29,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
VI0000443,VI,ST. JOHN ISLANDST. THOMAS ISLAND,34000,Surface water,0,4,29,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
VI0000560,VI,ST. JOHN ISLAND,48,Ground water,0,9,29.57142857,0,2,0,7,0,1,1,0,0,3,0,0,4,0,0,0
VI1000018,VI,ST. THOMAS ISLAND,30,Ground water,5,14,29.35294118,0,2,0,17,0,1,3,1,2,8,0,4,0,0,0,0
VI1000019,VI,ST. THOMAS ISLAND,25,Ground water,3,17,29.22222222,0,2,0,18,0,1,4,1,2,7,1,4,0,0,0,0
VI1000030,VI,ST. THOMAS ISLAND,225,Ground water,1,9,203.75,0,2,0,6,0,2,1,1,0,4,0,0,1,0,0,1
VI1000044,VI,ST. THOMAS ISLAND,96,Ground water,3,7,71.625,0,2,0,7,0,2,2,0,0,3,0,1,2,0,0,0
VI1000046,VI,ST. THOMAS ISLAND,61,Ground water,0,4,29.5,0,2,0,2,0,1,1,0,0,2,0,0,0,0,0,0
VI1000047,VI,ST. THOMAS ISLAND,45,Ground water,1,4,29.66666667,0,2,0,3,0,1,1,0,0,2,0,1,0,0,0,0
VI1000048,VI,ST. THOMAS ISLAND,35,Ground water,0,5,29.66666667,0,2,0,3,0,1,1,0,0,2,0,1,0,0,0,0
VI1000052,VI,ST. THOMAS ISLAND,44,Ground water,2,5,29.16666667,0,1,0,6,0,2,0,0,0,3,0,0,1,1,0,0
VI1000072,VI,ST. THOMAS ISLAND,68,Ground water,1,10,29.44444444,0,2,0,9,0,4,3,0,0,3,0,0,0,1,0,0
VI1000080,VI,ST. THOMAS ISLAND,197,Ground water,2,6,85.33333333,0,2,0,5,0,2,1,0,0,4,0,0,1,0,0,0
VI1000082,VI,ST. THOMAS ISLAND,75,Ground water,0,6,113.25,0,2,0,3,0,2,1,0,0,3,0,0,0,0,0,0
VI1000085,VI,ST. THOMAS ISLAND,154,Ground water,0,8,29.16666667,0,2,0,6,0,3,1,0,0,4,0,0,0,0,0,0
VI1000086,VI,ST. THOMAS ISLAND,81,Ground water,0,9,172.8571429,0,2,0,4,0,1,2,0,0,3,1,1,1,0,0,0
VI1000118,VI,ST. THOMAS ISLAND,44,Ground water,0,6,113.25,0,2,0,3,0,1,1,0,0,2,0,0,1,1,0,0
VI1000119,VI,ST. THOMAS ISLAND,45,Ground water,0,4,29.5,0,2,0,2,0,1,1,0,0,2,0,0,0,0,0,0
VI1000120,VI,ST. THOMAS ISLAND,40,Ground water,0,5,29.66666667,0,2,0,3,0,1,1,0,0,2,0,1,0,0,0,0
VI1000121,VI,ST. THOMAS ISLAND,34,Ground water,0,5,29.66666667,0,2,0,3,0,1,1,0,0,2,0,1,0,0,0,0
VI1000131,VI,ST. THOMAS ISLAND,40,Ground water,1,18,167.2352941,0,2,0,10,0,1,1,1,1,4,1,1,9,0,0,0
VI1000138,VI,ST. THOMAS ISLAND,128,Ground water,4,18,46,0,2,0,19,0,1,2,0,2,7,0,4,5,1,0,0
VI1000166,VI,ST. JOHN ISLAND,30,Ground water,0,10,246.125,0,2,0,5,0,3,1,0,0,5,0,0,0,0,0,1
VI1000167,VI,ST. JOHN ISLAND,30,Ground water,0,10,246.125,0,2,0,5,0,3,1,0,0,5,0,0,0,0,0,1
VI1000168,VI,ST. JOHN ISLAND,30,Ground water,0,10,246,0,2,0,5,1,2,1,0,0,5,0,0,0,0,0,1
VI1000175,VI,ST. THOMAS ISLAND,31,Ground water,3,5,29.5,0,2,0,6,1,1,1,0,1,3,0,0,0,1,0,0
VI1000188,VI,ST. THOMAS ISLAND,75,Ground water,1,8,29.57142857,0,2,0,7,0,1,4,0,1,2,0,0,0,1,0,0
VI1000220,VI,ST. THOMAS ISLAND,50,Ground water,0,5,29.66666667,0,2,0,3,0,1,0,0,0,3,0,0,0,0,0,1
VI1000304,VI,ST. THOMAS ISLAND,510,Ground water,0,4,29.5,0,2,0,2,0,1,1,0,0,2,0,0,0,0,0,0
VI1000305,VI,ST. THOMAS ISLAND,100,Ground water,0,15,235.4615385,0,2,0,5,0,2,2,1,0,3,1,3,3,0,0,0
VI2000029,VI,ST. CROIX ISLAND,313,Ground water,1,2,578,1.316,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
VI3000025,VI,ST. CROIX ISLAND,106,Ground water,1,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
VI3000049,VI,ST. CROIX ISLAND,41,Ground water,0,6,196.75,0,2,0,2,0,2,0,0,0,2,0,0,0,1,0,1
VI3000050,VI,ST. CROIX ISLAND,25,Ground water,1,6,163.4,0,2,0,3,0,2,0,0,0,2,0,1,0,1,0,1
VI3000051,VI,ST. CROIX ISLAND,25,Ground water,1,6,163.4,0,2,0,3,0,2,0,0,0,3,0,0,0,1,0,1
VI3000062,VI,ST. CROIX ISLAND,30,Ground water,2,4,29.66666667,0,3,0,3,0,1,1,1,1,2,0,0,0,0,0,0
VI3000114,VI,ST. CROIX ISLAND,149,Ground water,2,3,204.5,0,1,0,3,0,0,0,2,0,1,0,0,1,0,0,1
VI3000463,VI,ST. CROIX ISLAND,103,Ground water,0,8,151.1666667,0,2,0,3,0,1,1,0,0,4,0,0,1,0,0,1
VI3000464,VI,ST. CROIX ISLAND,119,Ground water,0,7,196.75,0,3,0,2,0,1,0,0,0,3,1,0,1,0,0,1
VI3000465,VI,ST. CROIX ISLAND,209,Ground water,0,5,196.75,0,1,0,2,0,0,0,0,0,3,0,0,1,0,0,1
VI3000466,VI,ST. CROIX ISLAND,85,Ground water,0,7,175.4,0,2,0,2,0,1,1,0,0,3,0,0,1,0,0,1
VI3000467,VI,ST. CROIX ISLAND,169,Ground water,1,7,151,0,2,0,3,0,1,1,1,0,3,0,0,1,0,0,1
VI3000477,VI,ST. CROIX ISLAND,133,Ground water,3,2,30,0,2,0,3,0,0,1,2,0,0,1,1,0,0,0,0
VI3000522,VI,ST. CROIX ISLAND,70,Ground water,0,4,252.3333333,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0
VI3000524,VI,ST. CROIX ISLAND,28,Ground water,1,7,280.75,0,4,0,1,0,1,0,0,0,0,4,1,1,0,0,1
VT0005001,VT,ADDISON,3800,Surface water,8,0,90.25,0.080125,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0
VT0005002,VT,ADDISON,1900,Ground water,1,3,128.75,0,0,0,2,1,0,0,0,0,0,2,0,1,0,0,0
VT0005003,VT,ADDISON,642,Ground water,0,4,70.66666667,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0
VT0005004,VT,ADDISON,5806,Ground water,0,1,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
VT0005006,VT,ADDISON,135,Ground water,11,35,83.27272727,9.4,1,1,5,0,1,0,8,8,3,21,2,0,3,0,0
VT0005007,VT,ADDISON,205,Ground water,1,27,79.44444444,0,0,1,5,0,0,4,1,0,0,4,4,0,15,0,0
VT0005010,VT,ADDISON,5080,Surface water,7,0,72.71428571,0.0632,0,0,2,0,0,0,0,4,2,0,1,0,0,0,0
VT0005012,VT,ADDISON,61,Ground water,6,17,64.55,0,1,2,13,3,3,7,3,1,2,0,2,0,2,0,0
VT0005013,VT,BENNINGTON,1250,Ground water,0,5,78.4,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0
VT0005016,VT,BENNINGTON,13250,Surface water,5,2,81.85714286,0.08975,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0
VT0005018,VT,BENNINGTON,105,Surface water purchased,12,1,90.46153846,0.077916667,0,0,0,2,0,1,1,2,3,4,0,0,0,0,0
VT0005020,VT,BENNINGTON,530,Ground water,1,10,60.4,0,1,0,5,0,1,2,1,1,0,3,0,0,2,0,1
VT0005021,VT,BENNINGTON,192,Ground water,0,5,66.4,0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,0
VT0005022,VT,BENNINGTON,4140,Ground water,0,3,90.66666667,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
VT0005023,VT,BENNINGTON,100,Ground water,1,37,66.44736842,0,0,0,15,1,3,3,0,0,15,3,6,5,2,0,0
VT0005024,VT,BENNINGTON,4300,Ground water,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
VT0005026,VT,BENNINGTON,133,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VT0005027,VT,BENNINGTON,100,Ground water,2,57,85.58928571,0,1,1,4,2,5,46,2,0,1,0,1,0,2,0,0
VT0005028,VT,BENNINGTON,375,Surface water,3,0,91,0.079,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
VT0005029,VT,CALEDONIA,205,Ground water,1,102,103.7959184,0,1,4,4,44,44,0,3,0,1,0,2,4,2,1,2
VT0005031,VT,CALEDONIA,140,Surface water purchased,7,29,69.83333333,0.0892,0,0,12,3,3,3,8,10,4,0,4,1,0,0,0
VT0005033,VT,CALEDONIA,142,Ground water,2,43,84.88888889,0,0,0,4,0,0,24,0,1,0,1,16,3,0,0,0
VT0005037,VT,CALEDONIA,450,Ground water,1,2,30,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1
VT0005038,VT,CALEDONIA,350,Ground water,2,1,29.66666667,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0
VT0005039,VT,CALEDONIA,1900,Ground water,0,2,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
VT0005041,VT,CALEDONIA,100,Ground water,1,6,65.8,0,1,1,2,0,0,0,0,3,0,3,0,0,0,0,1
VT0005042,VT,CALEDONIA,150,Ground water,1,27,85.48148148,0,1,0,2,0,1,24,0,1,1,0,0,1,0,0,0
VT0005043,VT,CALEDONIA,131,Ground water,0,4,48.33333333,0,0,1,2,0,1,0,0,1,0,0,2,0,0,0,0
VT0005045,VT,CALEDONIA,5000,Surface water,3,6,56.66666667,0.088,0,0,5,3,2,2,0,0,2,0,0,0,0,0,0
VT0005046,VT,CALEDONIA,370,Surface water purchased,7,8,90.5,0.066,5,0,0,0,0,3,0,2,4,1,0,0,0,0,5
VT0005048,VT,CALEDONIA,185,Ground water,7,6,56.33333333,10.48,3,0,3,1,0,0,0,0,2,0,1,2,6,0,1
VT0005049,VT,CALEDONIA,50,Ground water,4,33,78.97222222,0,1,0,7,1,1,5,0,0,25,0,3,2,0,0,0
VT0005051,VT,CHITTENDEN,1030,Ground water,36,28,86.55737705,0.153058824,3,0,1,2,4,10,7,9,8,24,0,0,0,0,0
VT0005052,VT,CHITTENDEN,250,Ground water,1,1,30,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
VT0005056,VT,CHITTENDEN,46,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
VT0005057,VT,CHITTENDEN,615,Surface water purchased,0,6,90.66666667,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0
VT0005059,VT,CHITTENDEN,8300,Surface water purchased,1,3,60.25,60.1,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0
VT0005070,VT,CHITTENDEN,2800,Ground water,0,27,152.96,0,3,0,0,3,0,0,21,0,0,0,0,1,0,0,2
